rank,title,date,artist,region,streams
10,Paradigmas,2021-04-12,Jorge & Mateus,Brazil,481119.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-12,"Alok, Mc Don Juan, Dj GBR",Brazil,615655.0
3,Tapão Na Raba,2021-04-12,Raí Saia Rodada,Brazil,661830.0
2,Disco Arranhado - Funk Remix,2021-04-12,"Malu, DJ Lucas Beat",Brazil,833035.0
1,Batom de Cereja - Ao Vivo,2021-04-12,Israel & Rodolffo,Brazil,982582.0
7,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-12,Os Barões Da Pisadinha,Brazil,522446.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-13,"Alok, Mc Don Juan, Dj GBR",Brazil,645041.0
3,Tapão Na Raba,2021-04-13,Raí Saia Rodada,Brazil,655716.0
5,Facas - Ao Vivo,2021-04-13,"Diego & Victor Hugo, Bruno & Marrone",Brazil,581692.0
6,"Ele É Ele, Eu Sou Eu",2021-04-13,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,565687.0
7,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-13,Os Barões Da Pisadinha,Brazil,529724.0
8,M4,2021-04-13,"Teto, Matuê",Brazil,512679.0
9,Coração Na Cama - Ao Vivo,2021-04-13,Hugo & Guilherme,Brazil,490359.0
2,Disco Arranhado - Funk Remix,2021-04-13,"Malu, DJ Lucas Beat",Brazil,814543.0
1,Batom de Cereja - Ao Vivo,2021-04-13,Israel & Rodolffo,Brazil,949687.0
10,MONTERO (Call Me By Your Name),2021-04-13,Lil Nas X,Brazil,474438.0
1,Batom de Cereja - Ao Vivo,2021-04-14,Israel & Rodolffo,Brazil,967448.0
2,Disco Arranhado - Funk Remix,2021-04-14,"Malu, DJ Lucas Beat",Brazil,834509.0
5,Facas - Ao Vivo,2021-04-14,"Diego & Victor Hugo, Bruno & Marrone",Brazil,610593.0
6,"Ele É Ele, Eu Sou Eu",2021-04-14,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,583209.0
7,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-14,Os Barões Da Pisadinha,Brazil,543246.0
8,M4,2021-04-14,"Teto, Matuê",Brazil,527484.0
4,Tapão Na Raba,2021-04-14,Raí Saia Rodada,Brazil,667051.0
3,Liberdade (Quando o Grave Bate Forte),2021-04-14,"Alok, Mc Don Juan, Dj GBR",Brazil,670976.0
10,Paradigmas,2021-04-14,Jorge & Mateus,Brazil,491841.0
9,Coração Na Cama - Ao Vivo,2021-04-14,Hugo & Guilherme,Brazil,509695.0
9,Paradigmas,2021-04-15,Jorge & Mateus,Brazil,534647.0
8,Coração Na Cama - Ao Vivo,2021-04-15,Hugo & Guilherme,Brazil,542364.0
2,Disco Arranhado - Funk Remix,2021-04-15,"Malu, DJ Lucas Beat",Brazil,882003.0
10,M4,2021-04-15,"Teto, Matuê",Brazil,519187.0
5,Facas - Ao Vivo,2021-04-15,"Diego & Victor Hugo, Bruno & Marrone",Brazil,666581.0
4,Tapão Na Raba,2021-04-15,Raí Saia Rodada,Brazil,710172.0
3,Liberdade (Quando o Grave Bate Forte),2021-04-15,"Alok, Mc Don Juan, Dj GBR",Brazil,763937.0
1,Batom de Cereja - Ao Vivo,2021-04-15,Israel & Rodolffo,Brazil,1054209.0
6,"Ele É Ele, Eu Sou Eu",2021-04-15,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,627433.0
7,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-15,Os Barões Da Pisadinha,Brazil,586543.0
2,Disco Arranhado - Funk Remix,2021-04-16,"Malu, DJ Lucas Beat",Brazil,1086484.0
3,Liberdade (Quando o Grave Bate Forte),2021-04-16,"Alok, Mc Don Juan, Dj GBR",Brazil,988699.0
4,Tapão Na Raba,2021-04-16,Raí Saia Rodada,Brazil,913863.0
5,Facas - Ao Vivo,2021-04-16,"Diego & Victor Hugo, Bruno & Marrone",Brazil,845814.0
6,"Ele É Ele, Eu Sou Eu",2021-04-16,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,796620.0
7,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-16,Os Barões Da Pisadinha,Brazil,764226.0
8,Paradigmas,2021-04-16,Jorge & Mateus,Brazil,694246.0
9,Coração Na Cama - Ao Vivo,2021-04-16,Hugo & Guilherme,Brazil,678961.0
10,Esquema Preferido (feat. Tarcísio do Acordeon),2021-04-16,DJ Ivis,Brazil,666548.0
1,Batom de Cereja - Ao Vivo,2021-04-16,Israel & Rodolffo,Brazil,1335098.0
10,"Volta Bebê, Volta Neném",2021-04-17,"Dj Guuga, DJ Ivis",Brazil,865512.0
5,Facas - Ao Vivo,2021-04-17,"Diego & Victor Hugo, Bruno & Marrone",Brazil,1102872.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-17,"Alok, Mc Don Juan, Dj GBR",Brazil,1117423.0
3,Tapão Na Raba,2021-04-17,Raí Saia Rodada,Brazil,1168212.0
2,Disco Arranhado - Funk Remix,2021-04-17,"Malu, DJ Lucas Beat",Brazil,1276238.0
1,Batom de Cereja - Ao Vivo,2021-04-17,Israel & Rodolffo,Brazil,1771833.0
9,Paradigmas,2021-04-17,Jorge & Mateus,Brazil,881070.0
6,"Ele É Ele, Eu Sou Eu",2021-04-17,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,1061632.0
8,Coração Na Cama - Ao Vivo,2021-04-17,Hugo & Guilherme,Brazil,902074.0
7,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-17,Os Barões Da Pisadinha,Brazil,1027083.0
9,Coração Na Cama - Ao Vivo,2021-04-18,Hugo & Guilherme,Brazil,760430.0
1,Batom de Cereja - Ao Vivo,2021-04-18,Israel & Rodolffo,Brazil,1460292.0
8,"Volta Bebê, Volta Neném",2021-04-18,"Dj Guuga, DJ Ivis",Brazil,811990.0
2,Disco Arranhado - Funk Remix,2021-04-18,"Malu, DJ Lucas Beat",Brazil,1043366.0
10,Paradigmas,2021-04-18,Jorge & Mateus,Brazil,720099.0
4,Facas - Ao Vivo,2021-04-18,"Diego & Victor Hugo, Bruno & Marrone",Brazil,922046.0
5,Liberdade (Quando o Grave Bate Forte),2021-04-18,"Alok, Mc Don Juan, Dj GBR",Brazil,898387.0
6,"Ele É Ele, Eu Sou Eu",2021-04-18,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,889311.0
7,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-18,Os Barões Da Pisadinha,Brazil,857122.0
3,Tapão Na Raba,2021-04-18,Raí Saia Rodada,Brazil,971537.0
10,Paradigmas,2021-04-19,Jorge & Mateus,Brazil,476549.0
4,"Volta Bebê, Volta Neném",2021-04-19,"Dj Guuga, DJ Ivis",Brazil,630427.0
5,Tapão Na Raba,2021-04-19,Raí Saia Rodada,Brazil,625382.0
6,Facas - Ao Vivo,2021-04-19,"Diego & Victor Hugo, Bruno & Marrone",Brazil,584436.0
9,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-19,Os Barões Da Pisadinha,Brazil,507099.0
3,Liberdade (Quando o Grave Bate Forte),2021-04-19,"Alok, Mc Don Juan, Dj GBR",Brazil,750030.0
2,Disco Arranhado - Funk Remix,2021-04-19,"Malu, DJ Lucas Beat",Brazil,783218.0
7,Vida Louca,2021-04-19,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,564812.0
8,"Ele É Ele, Eu Sou Eu",2021-04-19,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,529884.0
1,Batom de Cereja - Ao Vivo,2021-04-19,Israel & Rodolffo,Brazil,918149.0
9,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-20,Os Barões Da Pisadinha,Brazil,546841.0
10,Paradigmas,2021-04-20,Jorge & Mateus,Brazil,524588.0
2,Disco Arranhado - Funk Remix,2021-04-20,"Malu, DJ Lucas Beat",Brazil,837585.0
3,Liberdade (Quando o Grave Bate Forte),2021-04-20,"Alok, Mc Don Juan, Dj GBR",Brazil,806178.0
4,"Volta Bebê, Volta Neném",2021-04-20,"Dj Guuga, DJ Ivis",Brazil,718649.0
5,Tapão Na Raba,2021-04-20,Raí Saia Rodada,Brazil,675588.0
6,Facas - Ao Vivo,2021-04-20,"Diego & Victor Hugo, Bruno & Marrone",Brazil,632356.0
7,Vida Louca,2021-04-20,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,602139.0
8,"Ele É Ele, Eu Sou Eu",2021-04-20,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,567320.0
1,Batom de Cereja - Ao Vivo,2021-04-20,Israel & Rodolffo,Brazil,988819.0
9,Paradigmas,2021-04-21,Jorge & Mateus,Brazil,672987.0
8,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-21,Os Barões Da Pisadinha,Brazil,747073.0
7,"Ele É Ele, Eu Sou Eu",2021-04-21,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,773428.0
6,Facas - Ao Vivo,2021-04-21,"Diego & Victor Hugo, Bruno & Marrone",Brazil,833443.0
5,Tapão Na Raba,2021-04-21,Raí Saia Rodada,Brazil,859882.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-21,"Alok, Mc Don Juan, Dj GBR",Brazil,896876.0
10,Não Pode Se Apaixonar,2021-04-21,"Xand Avião, DJ Ivis, Mc Danny",Brazil,652217.0
3,"Volta Bebê, Volta Neném",2021-04-21,"Dj Guuga, DJ Ivis",Brazil,918111.0
2,Disco Arranhado - Funk Remix,2021-04-21,"Malu, DJ Lucas Beat",Brazil,973531.0
1,Batom de Cereja - Ao Vivo,2021-04-21,Israel & Rodolffo,Brazil,1281657.0
2,"Volta Bebê, Volta Neném",2021-04-22,"Dj Guuga, DJ Ivis",Brazil,805181.0
3,Disco Arranhado - Funk Remix,2021-04-22,"Malu, DJ Lucas Beat",Brazil,798072.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-22,"Alok, Mc Don Juan, Dj GBR",Brazil,773630.0
5,Tapão Na Raba,2021-04-22,Raí Saia Rodada,Brazil,646019.0
7,Vida Louca,2021-04-22,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,584499.0
8,"Ele É Ele, Eu Sou Eu",2021-04-22,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,558024.0
9,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-22,Os Barões Da Pisadinha,Brazil,542028.0
10,Não Pode Se Apaixonar,2021-04-22,"Xand Avião, DJ Ivis, Mc Danny",Brazil,511269.0
1,Batom de Cereja - Ao Vivo,2021-04-22,Israel & Rodolffo,Brazil,940153.0
6,Facas - Ao Vivo,2021-04-22,"Diego & Victor Hugo, Bruno & Marrone",Brazil,612166.0
5,Tapão Na Raba,2021-04-23,Raí Saia Rodada,Brazil,805768.0
8,"Ele É Ele, Eu Sou Eu",2021-04-23,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,704857.0
9,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-23,Os Barões Da Pisadinha,Brazil,704612.0
10,Vida Louca,2021-04-23,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,679884.0
7,Paradigmas,2021-04-23,Jorge & Mateus,Brazil,717856.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-23,"Alok, Mc Don Juan, Dj GBR",Brazil,945522.0
3,Disco Arranhado - Funk Remix,2021-04-23,"Malu, DJ Lucas Beat",Brazil,978521.0
6,Facas - Ao Vivo,2021-04-23,"Diego & Victor Hugo, Bruno & Marrone",Brazil,774902.0
1,Batom de Cereja - Ao Vivo,2021-04-23,Israel & Rodolffo,Brazil,1197805.0
2,"Volta Bebê, Volta Neném",2021-04-23,"Dj Guuga, DJ Ivis",Brazil,1035584.0
8,"Ele É Ele, Eu Sou Eu",2021-04-24,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,975213.0
7,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-24,Os Barões Da Pisadinha,Brazil,975395.0
6,Facas - Ao Vivo,2021-04-24,"Diego & Victor Hugo, Bruno & Marrone",Brazil,1038526.0
5,Tapão Na Raba,2021-04-24,Raí Saia Rodada,Brazil,1074245.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-24,"Alok, Mc Don Juan, Dj GBR",Brazil,1131939.0
9,Paradigmas,2021-04-24,Jorge & Mateus,Brazil,914453.0
10,Não Pode Se Apaixonar,2021-04-24,"Xand Avião, DJ Ivis, Mc Danny",Brazil,833863.0
1,Batom de Cereja - Ao Vivo,2021-04-24,Israel & Rodolffo,Brazil,1606834.0
3,Disco Arranhado - Funk Remix,2021-04-24,"Malu, DJ Lucas Beat",Brazil,1205154.0
2,"Volta Bebê, Volta Neném",2021-04-24,"Dj Guuga, DJ Ivis",Brazil,1324341.0
10,Não Pode Se Apaixonar,2021-04-25,"Xand Avião, DJ Ivis, Mc Danny",Brazil,716797.0
9,Paradigmas,2021-04-25,Jorge & Mateus,Brazil,733598.0
8,"Ele É Ele, Eu Sou Eu",2021-04-25,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,822190.0
7,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-25,Os Barões Da Pisadinha,Brazil,827426.0
6,Facas - Ao Vivo,2021-04-25,"Diego & Victor Hugo, Bruno & Marrone",Brazil,854435.0
5,Tapão Na Raba,2021-04-25,Raí Saia Rodada,Brazil,912848.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-25,"Alok, Mc Don Juan, Dj GBR",Brazil,916598.0
3,Disco Arranhado - Funk Remix,2021-04-25,"Malu, DJ Lucas Beat",Brazil,985122.0
2,"Volta Bebê, Volta Neném",2021-04-25,"Dj Guuga, DJ Ivis",Brazil,1141315.0
1,Batom de Cereja - Ao Vivo,2021-04-25,Israel & Rodolffo,Brazil,1322838.0
8,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-26,Os Barões Da Pisadinha,Brazil,511726.0
7,Facas - Ao Vivo,2021-04-26,"Diego & Victor Hugo, Bruno & Marrone",Brazil,556380.0
6,Vida Louca,2021-04-26,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,596069.0
5,Tapão Na Raba,2021-04-26,Raí Saia Rodada,Brazil,607848.0
2,Batom de Cereja - Ao Vivo,2021-04-26,Israel & Rodolffo,Brazil,848948.0
3,Disco Arranhado - Funk Remix,2021-04-26,"Malu, DJ Lucas Beat",Brazil,753619.0
1,"Volta Bebê, Volta Neném",2021-04-26,"Dj Guuga, DJ Ivis",Brazil,872627.0
9,Paradigmas,2021-04-26,Jorge & Mateus,Brazil,505141.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-26,"Alok, Mc Don Juan, Dj GBR",Brazil,737612.0
10,"Ele É Ele, Eu Sou Eu",2021-04-26,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,502558.0
8,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-27,Os Barões Da Pisadinha,Brazil,519014.0
10,"Ele É Ele, Eu Sou Eu",2021-04-27,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,506810.0
9,Paradigmas,2021-04-27,Jorge & Mateus,Brazil,515070.0
1,"Volta Bebê, Volta Neném",2021-04-27,"Dj Guuga, DJ Ivis",Brazil,892629.0
7,Facas - Ao Vivo,2021-04-27,"Diego & Victor Hugo, Bruno & Marrone",Brazil,559829.0
6,Vida Louca,2021-04-27,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,601548.0
5,Tapão Na Raba,2021-04-27,Raí Saia Rodada,Brazil,614089.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-27,"Alok, Mc Don Juan, Dj GBR",Brazil,741916.0
3,Disco Arranhado - Funk Remix,2021-04-27,"Malu, DJ Lucas Beat",Brazil,761138.0
2,Batom de Cereja - Ao Vivo,2021-04-27,Israel & Rodolffo,Brazil,865805.0
5,Tapão Na Raba,2021-04-28,Raí Saia Rodada,Brazil,630431.0
1,"Volta Bebê, Volta Neném",2021-04-28,"Dj Guuga, DJ Ivis",Brazil,916714.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-28,"Alok, Mc Don Juan, Dj GBR",Brazil,750813.0
3,Disco Arranhado - Funk Remix,2021-04-28,"Malu, DJ Lucas Beat",Brazil,773898.0
6,Vida Louca,2021-04-28,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,604182.0
2,Batom de Cereja - Ao Vivo,2021-04-28,Israel & Rodolffo,Brazil,890529.0
8,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-28,Os Barões Da Pisadinha,Brazil,539324.0
9,Paradigmas,2021-04-28,Jorge & Mateus,Brazil,529665.0
10,"Ele É Ele, Eu Sou Eu",2021-04-28,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,523056.0
7,Facas - Ao Vivo,2021-04-28,"Diego & Victor Hugo, Bruno & Marrone",Brazil,577377.0
9,Paradigmas,2021-04-29,Jorge & Mateus,Brazil,570918.0
10,"Ele É Ele, Eu Sou Eu",2021-04-29,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,559607.0
8,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-29,Os Barões Da Pisadinha,Brazil,573731.0
4,Liberdade (Quando o Grave Bate Forte),2021-04-29,"Alok, Mc Don Juan, Dj GBR",Brazil,786378.0
6,Vida Louca,2021-04-29,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,628152.0
5,Tapão Na Raba,2021-04-29,Raí Saia Rodada,Brazil,662131.0
3,Disco Arranhado - Funk Remix,2021-04-29,"Malu, DJ Lucas Beat",Brazil,804972.0
1,"Volta Bebê, Volta Neném",2021-04-29,"Dj Guuga, DJ Ivis",Brazil,978013.0
2,Batom de Cereja - Ao Vivo,2021-04-29,Israel & Rodolffo,Brazil,938216.0
7,Facas - Ao Vivo,2021-04-29,"Diego & Victor Hugo, Bruno & Marrone",Brazil,610405.0
10,Vida Louca,2021-04-30,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,715033.0
9,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-04-30,Os Barões Da Pisadinha,Brazil,733687.0
1,"Volta Bebê, Volta Neném",2021-04-30,"Dj Guuga, DJ Ivis",Brazil,1202984.0
2,Batom de Cereja - Ao Vivo,2021-04-30,Israel & Rodolffo,Brazil,1188658.0
8,Paradigmas,2021-04-30,Jorge & Mateus,Brazil,733761.0
7,Facas - Ao Vivo,2021-04-30,"Diego & Victor Hugo, Bruno & Marrone",Brazil,750473.0
6,Tapão Na Raba,2021-04-30,Raí Saia Rodada,Brazil,821083.0
5,Liberdade (Quando o Grave Bate Forte),2021-04-30,"Alok, Mc Don Juan, Dj GBR",Brazil,941744.0
4,Girl From Rio,2021-04-30,Anitta,Brazil,963489.0
3,Disco Arranhado - Funk Remix,2021-04-30,"Malu, DJ Lucas Beat",Brazil,973096.0
3,Disco Arranhado - Funk Remix,2021-05-01,"Malu, DJ Lucas Beat",Brazil,1216849.0
4,Liberdade (Quando o Grave Bate Forte),2021-05-01,"Alok, Mc Don Juan, Dj GBR",Brazil,1129814.0
5,Tapão Na Raba,2021-05-01,Raí Saia Rodada,Brazil,1112209.0
6,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-05-01,Os Barões Da Pisadinha,Brazil,1047327.0
7,Facas - Ao Vivo,2021-05-01,"Diego & Victor Hugo, Bruno & Marrone",Brazil,1030720.0
8,"Ele É Ele, Eu Sou Eu",2021-05-01,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,1019696.0
9,Paradigmas,2021-05-01,Jorge & Mateus,Brazil,944473.0
10,Só Não Divulga,2021-05-01,"Fernando & Sorocaba, Tarcísio do Acordeon",Brazil,917957.0
2,"Volta Bebê, Volta Neném",2021-05-01,"Dj Guuga, DJ Ivis",Brazil,1533110.0
1,Batom de Cereja - Ao Vivo,2021-05-01,Israel & Rodolffo,Brazil,1651009.0
9,Paradigmas,2021-05-02,Jorge & Mateus,Brazil,745278.0
10,Só Não Divulga,2021-05-02,"Fernando & Sorocaba, Tarcísio do Acordeon",Brazil,741729.0
1,Batom de Cereja - Ao Vivo,2021-05-02,Israel & Rodolffo,Brazil,1313999.0
2,"Volta Bebê, Volta Neném",2021-05-02,"Dj Guuga, DJ Ivis",Brazil,1237264.0
3,Disco Arranhado - Funk Remix,2021-05-02,"Malu, DJ Lucas Beat",Brazil,971977.0
7,"Ele É Ele, Eu Sou Eu",2021-05-02,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,833781.0
5,Tapão Na Raba,2021-05-02,Raí Saia Rodada,Brazil,890314.0
6,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-05-02,Os Barões Da Pisadinha,Brazil,849575.0
8,Facas - Ao Vivo,2021-05-02,"Diego & Victor Hugo, Bruno & Marrone",Brazil,827788.0
4,Liberdade (Quando o Grave Bate Forte),2021-05-02,"Alok, Mc Don Juan, Dj GBR",Brazil,902630.0
1,"Volta Bebê, Volta Neném",2021-05-03,"Dj Guuga, DJ Ivis",Brazil,884928.0
3,Liberdade (Quando o Grave Bate Forte),2021-05-03,"Alok, Mc Don Juan, Dj GBR",Brazil,724677.0
5,Bipolar,2021-05-03,"Mc Davi, Mc Pedrinho, Mc Don Juan",Brazil,603469.0
6,Vida Louca,2021-05-03,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,587068.0
7,Tapão Na Raba,2021-05-03,Raí Saia Rodada,Brazil,578134.0
8,Facas - Ao Vivo,2021-05-03,"Diego & Victor Hugo, Bruno & Marrone",Brazil,530469.0
9,Paradigmas,2021-05-03,Jorge & Mateus,Brazil,530336.0
10,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-05-03,Os Barões Da Pisadinha,Brazil,518024.0
2,Batom de Cereja - Ao Vivo,2021-05-03,Israel & Rodolffo,Brazil,824188.0
4,Disco Arranhado - Funk Remix,2021-05-03,"Malu, DJ Lucas Beat",Brazil,724262.0
1,"Volta Bebê, Volta Neném",2021-05-04,"Dj Guuga, DJ Ivis",Brazil,907590.0
2,Batom de Cereja - Ao Vivo,2021-05-04,Israel & Rodolffo,Brazil,868564.0
3,Liberdade (Quando o Grave Bate Forte),2021-05-04,"Alok, Mc Don Juan, Dj GBR",Brazil,753764.0
4,Disco Arranhado - Funk Remix,2021-05-04,"Malu, DJ Lucas Beat",Brazil,750057.0
5,Bipolar,2021-05-04,"Mc Davi, Mc Pedrinho, Mc Don Juan",Brazil,663602.0
6,Vida Louca,2021-05-04,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,602553.0
7,Tapão Na Raba,2021-05-04,Raí Saia Rodada,Brazil,588160.0
8,Paradigmas,2021-05-04,Jorge & Mateus,Brazil,560209.0
10,Tipo Gin - Ao Vivo,2021-05-04,MC Kevin o Chris,Brazil,549809.0
9,Facas - Ao Vivo,2021-05-04,"Diego & Victor Hugo, Bruno & Marrone",Brazil,554545.0
6,Vida Louca,2021-05-05,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,574323.0
1,Batom de Cereja - Ao Vivo,2021-05-05,Israel & Rodolffo,Brazil,874449.0
2,"Volta Bebê, Volta Neném",2021-05-05,"Dj Guuga, DJ Ivis",Brazil,852520.0
3,Liberdade (Quando o Grave Bate Forte),2021-05-05,"Alok, Mc Don Juan, Dj GBR",Brazil,704280.0
4,Disco Arranhado - Funk Remix,2021-05-05,"Malu, DJ Lucas Beat",Brazil,698937.0
8,Paradigmas,2021-05-05,Jorge & Mateus,Brazil,540443.0
5,Bipolar,2021-05-05,"Mc Davi, Mc Pedrinho, Mc Don Juan",Brazil,661978.0
7,Tapão Na Raba,2021-05-05,Raí Saia Rodada,Brazil,551769.0
9,Facas - Ao Vivo,2021-05-05,"Diego & Victor Hugo, Bruno & Marrone",Brazil,533554.0
10,Tipo Gin - Ao Vivo,2021-05-05,MC Kevin o Chris,Brazil,520725.0
1,Batom de Cereja - Ao Vivo,2021-05-06,Israel & Rodolffo,Brazil,960195.0
4,Liberdade (Quando o Grave Bate Forte),2021-05-06,"Alok, Mc Don Juan, Dj GBR",Brazil,766460.0
3,Bipolar,2021-05-06,"Mc Davi, Mc Pedrinho, Mc Don Juan",Brazil,809815.0
5,Disco Arranhado - Funk Remix,2021-05-06,"Malu, DJ Lucas Beat",Brazil,759776.0
2,"Volta Bebê, Volta Neném",2021-05-06,"Dj Guuga, DJ Ivis",Brazil,939401.0
7,Tipo Gin - Ao Vivo,2021-05-06,MC Kevin o Chris,Brazil,610149.0
8,Paradigmas,2021-05-06,Jorge & Mateus,Brazil,609826.0
6,Tapão Na Raba,2021-05-06,Raí Saia Rodada,Brazil,611490.0
9,Vida Louca,2021-05-06,"Mc Poze do Rodo, Neo Beats, Mainstreet",Brazil,606405.0
10,Facas - Ao Vivo,2021-05-06,"Diego & Victor Hugo, Bruno & Marrone",Brazil,575320.0
3,Bipolar,2021-05-07,"Mc Davi, Mc Pedrinho, Mc Don Juan",Brazil,1058216.0
4,Disco Arranhado - Funk Remix,2021-05-07,"Malu, DJ Lucas Beat",Brazil,873494.0
5,Liberdade (Quando o Grave Bate Forte),2021-05-07,"Alok, Mc Don Juan, Dj GBR",Brazil,866900.0
6,Tipo Gin - Ao Vivo,2021-05-07,MC Kevin o Chris,Brazil,789548.0
7,Paradigmas,2021-05-07,Jorge & Mateus,Brazil,752924.0
8,Tapão Na Raba,2021-05-07,Raí Saia Rodada,Brazil,748414.0
9,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-05-07,Os Barões Da Pisadinha,Brazil,703337.0
1,Batom de Cereja - Ao Vivo,2021-05-07,Israel & Rodolffo,Brazil,1163699.0
2,"Volta Bebê, Volta Neném",2021-05-07,"Dj Guuga, DJ Ivis",Brazil,1120552.0
10,Facas - Ao Vivo,2021-05-07,"Diego & Victor Hugo, Bruno & Marrone",Brazil,690713.0
1,Batom de Cereja - Ao Vivo,2021-05-08,Israel & Rodolffo,Brazil,1538602.0
9,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-05-08,Os Barões Da Pisadinha,Brazil,959236.0
8,Paradigmas,2021-05-08,Jorge & Mateus,Brazil,965340.0
7,Tapão Na Raba,2021-05-08,Raí Saia Rodada,Brazil,969950.0
6,Tipo Gin - Ao Vivo,2021-05-08,MC Kevin o Chris,Brazil,977573.0
5,Liberdade (Quando o Grave Bate Forte),2021-05-08,"Alok, Mc Don Juan, Dj GBR",Brazil,1015521.0
4,Disco Arranhado - Funk Remix,2021-05-08,"Malu, DJ Lucas Beat",Brazil,1047844.0
3,Bipolar,2021-05-08,"Mc Davi, Mc Pedrinho, Mc Don Juan",Brazil,1200848.0
2,"Volta Bebê, Volta Neném",2021-05-08,"Dj Guuga, DJ Ivis",Brazil,1402436.0
10,Facas - Ao Vivo,2021-05-08,"Diego & Victor Hugo, Bruno & Marrone",Brazil,913844.0
3,Bipolar,2021-05-09,"Mc Davi, Mc Pedrinho, Mc Don Juan",Brazil,1023206.0
4,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-05-09,Os Barões Da Pisadinha,Brazil,925866.0
1,Batom de Cereja - Ao Vivo,2021-05-09,Israel & Rodolffo,Brazil,1475386.0
10,Liberdade (Quando o Grave Bate Forte),2021-05-09,"Alok, Mc Don Juan, Dj GBR",Brazil,855190.0
9,"Ele É Ele, Eu Sou Eu",2021-05-09,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,861913.0
2,"Volta Bebê, Volta Neném",2021-05-09,"Dj Guuga, DJ Ivis",Brazil,1271291.0
